TA,TA code,Measure,Age group,Rate,Rate - 95% CI Lower,Rate - 95% CI Upper,Estimate,Estimate - 95% CI Lower,Estimate - 95% CI Upper,TA population,Method
South Taranaki district,35,Physical,70 to 74,44,36,55,420,339,519,946,SDE
South Taranaki district,35,Psychological,70 to 74,5,3,7,45,30,63,946,SDE
South Taranaki district,35,Vision,70 to 74,8,6,11,75,57,96,946,SDE
South Taranaki district,35,Hearing,75 to 79,31,27,36,219,192,255,709,SDE
South Taranaki district,35,Overall,75 to 79,64,56,72,450,402,507,709,SDE
South Taranaki district,35,Physical,75 to 79,53,43,65,378,306,459,709,SDE
South Taranaki district,35,Psychological,75 to 79,4,2,6,30,18,42,709,SDE
South Taranaki district,35,Vision,75 to 79,10,7,13,66,51,87,709,SDE
South Taranaki district,35,Hearing,80+,40,35,48,318,282,381,804,SDE
South Taranaki district,35,Overall,80+,78,70,87,627,564,696,804,SDE
South Taranaki district,35,Physical,80+,71,58,85,570,471,681,804,SDE
South Taranaki district,35,Psychological,80+,4,2,7,33,21,54,804,SDE
South Taranaki district,35,Vision,80+,17,13,22,141,111,177,804,SDE
South Waikato district,19,Hearing,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
South Waikato district,19,Overall,0 to 4,7,5,9,138,108,177,2005,SDE
South Waikato district,19,Physical,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
South Waikato district,19,Psychological,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
South Waikato district,19,Vision,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
South Waikato district,19,Hearing,10 to 14,2,1,3,39,27,48,1957,SDE
South Waikato district,19,Overall,10 to 14,17,14,21,339,282,408,1957,SDE
South Waikato district,19,Physical,10 to 14,3,1,4,51,36,75,1957,SDE
South Waikato district,19,Psychological,10 to 14,7,5,10,135,102,183,1957,SDE
South Waikato district,19,Vision,10 to 14,1,0,2,24,15,36,1957,SDE
South Waikato district,19,Hearing,15 to 19,3,2,4,45,36,51,1731,SDE
South Waikato district,19,Overall,15 to 19,18,15,22,315,261,381,1731,SDE
South Waikato district,19,Physical,15 to 19,5,3,7,78,54,111,1731,SDE
South Waikato district,19,Psychological,15 to 19,6,4,9,108,78,150,1731,SDE
South Waikato district,19,Vision,15 to 19,1,0,3,24,15,36,1731,SDE
South Waikato district,19,Hearing,20 to 24,4,3,6,57,45,78,1403,SDE
South Waikato district,19,Overall,20 to 24,19,15,24,264,219,324,1403,SDE
South Waikato district,19,Physical,20 to 24,7,5,11,105,72,147,1403,SDE
South Waikato district,19,Psychological,20 to 24,6,4,9,90,63,126,1403,SDE
South Waikato district,19,Vision,20 to 24,2,1,4,30,18,48,1403,SDE
South Waikato district,19,Hearing,25 to 29,4,3,6,48,36,66,1195,SDE
South Waikato district,19,Overall,25 to 29,18,15,23,216,177,267,1195,SDE
South Waikato district,19,Physical,25 to 29,7,5,11,87,60,123,1195,SDE
South Waikato district,19,Psychological,25 to 29,6,4,9,75,54,108,1195,SDE
South Waikato district,19,Vision,25 to 29,2,1,4,30,18,48,1195,SDE
South Waikato district,19,Hearing,30 to 34,4,2,6,48,33,63,1211,SDE
South Waikato district,19,Overall,30 to 34,17,14,21,204,168,249,1211,SDE
South Waikato district,19,Physical,30 to 34,8,5,11,90,66,123,1211,SDE
South Waikato district,19,Psychological,30 to 34,6,4,9,75,54,105,1211,SDE
South Waikato district,19,Vision,30 to 34,2,1,3,21,12,33,1211,SDE
South Waikato district,19,Hearing,35 to 39,5,3,7,66,51,87,1350,SDE
South Waikato district,19,Overall,35 to 39,18,14,22,240,198,297,1350,SDE
South Waikato district,19,Physical,35 to 39,9,6,13,126,93,168,1350,SDE
South Waikato district,19,Psychological,35 to 39,7,4,9,90,63,123,1350,SDE
South Waikato district,19,Vision,35 to 39,2,1,3,21,12,36,1350,SDE
South Waikato district,19,Hearing,40 to 44,7,5,9,123,93,144,1632,SDE
South Waikato district,19,Overall,40 to 44,24,20,28,387,327,459,1632,SDE
South Waikato district,19,Physical,40 to 44,13,9,17,207,159,270,1632,SDE
South Waikato district,19,Psychological,40 to 44,8,5,11,129,93,174,1632,SDE
South Waikato district,19,Vision,40 to 44,3,2,5,54,42,75,1632,SDE
South Waikato district,19,Hearing,45 to 49,10,8,13,153,126,180,1497,SDE
South Waikato district,19,Overall,45 to 49,29,25,35,441,375,519,1497,SDE
South Waikato district,19,Physical,45 to 49,16,12,21,240,186,312,1497,SDE
South Waikato district,19,Psychological,45 to 49,9,6,12,129,93,174,1497,SDE
South Waikato district,19,Vision,45 to 49,6,4,9,93,72,129,1497,SDE
South Waikato district,19,Hearing,5 to 9,2,1,3,42,30,54,1893,SDE
South Waikato district,19,Overall,5 to 9,13,11,17,255,207,312,1893,SDE
South Waikato district,19,Physical,5 to 9,2,1,3,39,24,54,1893,SDE
South Waikato district,19,Psychological,5 to 9,5,3,7,90,63,120,1893,SDE
South Waikato district,19,Vision,5 to 9,1,0,2,21,12,30,1893,SDE
South Waikato district,19,Hearing,50 to 54,12,10,15,192,168,234,1594,SDE
South Waikato district,19,Overall,50 to 54,34,29,40,543,468,627,1594,SDE
South Waikato district,19,Physical,50 to 54,20,16,26,327,255,414,1594,SDE
South Waikato district,19,Psychological,50 to 54,9,6,12,138,102,186,1594,SDE
South Waikato district,19,Vision,50 to 54,8,6,11,126,99,165,1594,SDE
South Waikato district,19,Hearing,55 to 59,15,13,19,210,177,252,1361,SDE
South Waikato district,19,Overall,55 to 59,37,31,43,498,432,576,1361,SDE
South Waikato district,19,Physical,55 to 59,24,19,31,330,261,414,1361,SDE
South Waikato district,19,Psychological,55 to 59,7,5,11,102,75,138,1361,SDE
South Waikato district,19,Vision,55 to 59,7,5,10,96,78,126,1361,SDE
South Waikato district,19,Hearing,60 to 64,19,15,23,228,192,273,1216,SDE
South Waikato district,19,Overall,60 to 64,42,36,48,504,441,579,1216,SDE
South Waikato district,19,Physical,60 to 64,30,23,37,363,291,450,1216,SDE
South Waikato district,19,Psychological,60 to 64,6,4,9,75,54,105,1216,SDE
South Waikato district,19,Vision,60 to 64,7,5,9,84,66,108,1216,SDE
South Waikato district,19,Hearing,65 to 69,23,18,28,264,216,318,1163,SDE
South Waikato district,19,Overall,65 to 69,49,42,56,564,498,642,1163,SDE
South Waikato district,19,Physical,65 to 69,37,30,46,435,348,534,1163,SDE
South Waikato district,19,Psychological,65 to 69,5,3,8,63,45,90,1163,SDE
South Waikato district,19,Vision,65 to 69,7,5,10,84,66,108,1163,SDE
South Waikato district,19,Hearing,70 to 74,27,21,33,252,207,306,947,SDE
South Waikato district,19,Overall,70 to 74,56,49,63,525,465,594,947,SDE
South Waikato district,19,Physical,70 to 74,45,36,55,423,342,519,947,SDE
South Waikato district,19,Psychological,70 to 74,5,3,7,42,30,63,947,SDE
South Waikato district,19,Vision,70 to 74,8,6,11,78,60,102,947,SDE
South Waikato district,19,Hearing,75 to 79,33,28,40,216,180,255,644,SDE
South Waikato district,19,Overall,75 to 79,66,59,74,426,381,474,644,SDE
South Waikato district,19,Physical,75 to 79,56,46,68,360,297,435,644,SDE
South Waikato district,19,Psychological,75 to 79,5,3,7,30,18,42,644,SDE
South Waikato district,19,Vision,75 to 79,10,8,14,66,51,87,644,SDE
South Waikato district,19,Hearing,80+,44,37,51,279,240,324,641,SDE
South Waikato district,19,Overall,80+,79,71,87,504,453,555,641,SDE
South Waikato district,19,Physical,80+,71,59,85,456,378,543,641,SDE
South Waikato district,19,Psychological,80+,4,2,7,27,18,45,641,SDE
South Waikato district,19,Vision,80+,18,14,23,114,90,147,641,SDE
South Wairarapa district,50,Hearing,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
South Wairarapa district,50,Overall,0 to 4,6,4,7,36,27,48,672,SDE
South Wairarapa district,50,Physical,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
South Wairarapa district,50,Psychological,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
South Wairarapa district,50,Vision,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
South Wairarapa district,50,Hearing,10 to 14,2,1,3,12,6,15,615,SDE
South Wairarapa district,50,Overall,10 to 14,15,12,18,90,75,111,615,SDE
South Wairarapa district,50,Physical,10 to 14,2,1,3,12,6,21,615,SDE
South Wairarapa district,50,Psychological,10 to 14,6,4,9,39,27,54,615,SDE
South Wairarapa district,50,Vision,10 to 14,1,0,2,6,3,9,615,SDE
South Wairarapa district,50,Hearing,15 to 19,2,1,3,12,6,15,549,SDE
South Wairarapa district,50,Overall,15 to 19,17,13,21,93,72,111,549,SDE
South Wairarapa district,50,Physical,15 to 19,4,2,6,21,15,33,549,SDE
South Wairarapa district,50,Psychological,15 to 19,6,4,9,36,24,48,549,SDE
South Wairarapa district,50,Vision,15 to 19,1,0,2,6,3,12,549,SDE
South Wairarapa district,50,Hearing,20 to 24,4,2,6,18,9,24,434,SDE
South Wairarapa district,50,Overall,20 to 24,19,14,23,81,63,99,434,SDE
South Wairarapa district,50,Physical,20 to 24,7,4,10,30,21,42,434,SDE
South Wairarapa district,50,Psychological,20 to 24,7,4,10,30,21,42,434,SDE
South Wairarapa district,50,Vision,20 to 24,2,1,3,9,3,15,434,SDE
South Wairarapa district,50,Hearing,25 to 29,4,2,6,15,9,21,351,SDE
South Wairarapa district,50,Overall,25 to 29,17,13,22,60,48,75,351,SDE
South Wairarapa district,50,Physical,25 to 29,7,4,10,24,15,33,351,SDE
South Wairarapa district,50,Psychological,25 to 29,7,4,10,24,15,33,351,SDE
South Wairarapa district,50,Vision,25 to 29,2,1,4,6,3,12,351,SDE
South Wairarapa district,50,Hearing,30 to 34,3,2,5,15,9,21,439,SDE
South Wairarapa district,50,Overall,30 to 34,14,11,18,63,51,78,439,SDE
South Wairarapa district,50,Physical,30 to 34,6,4,9,27,18,36,439,SDE
South Wairarapa district,50,Psychological,30 to 34,6,4,8,24,15,36,439,SDE
South Wairarapa district,50,Vision,30 to 34,1,0,2,6,3,9,439,SDE
South Wairarapa district,50,Hearing,35 to 39,4,3,6,24,18,36,610,SDE
South Wairarapa district,50,Overall,35 to 39,15,12,19,93,75,117,610,SDE
South Wairarapa district,50,Physical,35 to 39,8,5,11,48,33,63,610,SDE
South Wairarapa district,50,Psychological,35 to 39,6,4,9,36,24,51,610,SDE
South Wairarapa district,50,Vision,35 to 39,1,0,2,9,3,12,610,SDE
South Wairarapa district,50,Hearing,40 to 44,6,4,7,42,33,54,734,SDE
South Wairarapa district,50,Overall,40 to 44,19,16,24,144,117,171,734,SDE
South Wairarapa district,50,Physical,40 to 44,10,7,13,72,51,96,734,SDE
South Wairarapa district,50,Psychological,40 to 44,7,4,9,48,33,66,734,SDE
South Wairarapa district,50,Vision,40 to 44,3,1,4,18,12,27,734,SDE
South Wairarapa district,50,Hearing,45 to 49,8,6,11,60,45,75,707,SDE
South Wairarapa district,50,Overall,45 to 49,26,21,31,183,153,219,707,SDE
South Wairarapa district,50,Physical,45 to 49,14,9,18,96,69,123,707,SDE
South Wairarapa district,50,Psychological,45 to 49,8,5,11,54,39,75,707,SDE
South Wairarapa district,50,Vision,45 to 49,5,4,8,36,27,51,707,SDE
South Wairarapa district,50,Hearing,5 to 9,2,1,3,12,6,15,703,SDE
South Wairarapa district,50,Overall,5 to 9,12,9,15,81,63,102,703,SDE
South Wairarapa district,50,Physical,5 to 9,2,1,3,12,6,18,703,SDE
South Wairarapa district,50,Psychological,5 to 9,4,2,6,30,18,42,703,SDE
South Wairarapa district,50,Vision,5 to 9,1,0,2,6,3,9,703,SDE
South Wairarapa district,50,Hearing,50 to 54,10,8,13,75,63,99,792,SDE
South Wairarapa district,50,Overall,50 to 54,29,24,34,228,192,267,792,SDE
South Wairarapa district,50,Physical,50 to 54,16,12,21,129,96,165,792,SDE
South Wairarapa district,50,Psychological,50 to 54,7,5,10,57,42,81,792,SDE
South Wairarapa district,50,Vision,50 to 54,6,4,8,48,36,63,792,SDE
South Wairarapa district,50,Hearing,55 to 59,11,9,15,78,66,102,688,SDE
South Wairarapa district,50,Overall,55 to 59,30,25,36,207,174,243,688,SDE
South Wairarapa district,50,Physical,55 to 59,18,13,24,126,93,159,688,SDE
South Wairarapa district,50,Psychological,55 to 59,6,4,8,39,27,57,688,SDE
South Wairarapa district,50,Vision,55 to 59,5,4,7,36,27,48,688,SDE
South Wairarapa district,50,Hearing,60 to 64,16,14,20,117,102,150,745,SDE
South Wairarapa district,50,Overall,60 to 64,38,32,44,282,243,327,745,SDE
South Wairarapa district,50,Physical,60 to 64,26,20,33,195,150,243,745,SDE
South Wairarapa district,50,Psychological,60 to 64,6,4,8,42,30,60,745,SDE
South Wairarapa district,50,Vision,60 to 64,5,4,7,39,30,54,745,SDE
South Wairarapa district,50,Hearing,65 to 69,19,15,23,123,102,150,672,SDE
South Wairarapa district,50,Overall,65 to 69,41,35,48,276,237,321,672,SDE
South Wairarapa district,50,Physical,65 to 69,30,23,37,201,153,249,672,SDE
South Wairarapa district,50,Psychological,65 to 69,4,2,6,27,18,39,672,SDE
South Wairarapa district,50,Vision,65 to 69,5,4,7,36,27,48,672,SDE
South Wairarapa district,50,Hearing,70 to 74,24,19,28,111,90,129,466,SDE
South Wairarapa district,50,Overall,70 to 74,50,43,58,234,201,267,466,SDE
South Wairarapa district,50,Physical,70 to 74,39,30,48,180,141,222,466,SDE
South Wairarapa district,50,Psychological,70 to 74,4,2,6,18,12,27,466,SDE
South Wairarapa district,50,Vision,70 to 74,6,5,9,30,21,39,466,SDE
South Wairarapa district,50,Hearing,75 to 79,29,24,34,93,78,111,321,SDE
South Wairarapa district,50,Overall,75 to 79,62,54,69,198,174,222,321,SDE
South Wairarapa district,50,Physical,75 to 79,50,40,61,162,129,195,321,SDE
South Wairarapa district,50,Psychological,75 to 79,4,2,6,12,6,18,321,SDE
South Wairarapa district,50,Vision,75 to 79,9,6,11,27,21,36,321,SDE
South Wairarapa district,50,Hearing,80+,39,33,48,129,108,156,325,SDE
South Wairarapa district,50,Overall,80+,76,67,84,246,219,273,325,SDE
South Wairarapa district,50,Physical,80+,68,55,81,219,177,264,325,SDE
South Wairarapa district,50,Psychological,80+,4,2,7,12,6,21,325,SDE
South Wairarapa district,50,Vision,80+,17,13,21,54,42,69,325,SDE
Southland district,73,Hearing,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Southland district,73,Overall,0 to 4,5,3,7,111,84,147,2278,SDE
Southland district,73,Physical,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Southland district,73,Psychological,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Southland district,73,Vision,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Southland district,73,Hearing,10 to 14,2,1,3,36,24,51,2203,SDE
Southland district,73,Overall,10 to 14,14,11,17,303,243,375,2203,SDE
Southland district,73,Physical,10 to 14,2,1,3,42,27,66,2203,SDE
Southland district,73,Psychological,10 to 14,5,3,8,111,75,156,2203,SDE
Southland district,73,Vision,10 to 14,1,0,2,18,12,30,2203,SDE
Southland district,73,Hearing,15 to 19,2,1,4,45,30,63,1866,SDE
Southland district,73,Overall,15 to 19,16,12,20,297,240,366,1866,SDE
Southland district,73,Physical,15 to 19,4,2,6,72,51,108,1866,SDE
Southland district,73,Psychological,15 to 19,5,3,8,102,69,141,1866,SDE
Southland district,73,Vision,15 to 19,1,0,2,21,12,33,1866,SDE
Southland district,73,Hearing,20 to 24,4,2,6,54,39,93,1544,SDE
Southland district,73,Overall,20 to 24,16,12,21,252,198,315,1544,SDE
Southland district,73,Physical,20 to 24,6,4,9,96,63,138,1544,SDE
Southland district,73,Psychological,20 to 24,5,3,8,84,54,120,1544,SDE
Southland district,73,Vision,20 to 24,2,1,3,24,15,39,1544,SDE
Southland district,73,Hearing,25 to 29,4,3,7,69,51,108,1733,SDE
Southland district,73,Overall,25 to 29,16,13,21,285,228,357,1733,SDE
Southland district,73,Physical,25 to 29,6,4,10,111,75,162,1733,SDE
Southland district,73,Psychological,25 to 29,6,3,9,102,66,147,1733,SDE
Southland district,73,Vision,25 to 29,2,1,3,33,18,54,1733,SDE
Southland district,73,Hearing,30 to 34,3,2,5,60,42,87,1833,SDE
Southland district,73,Overall,30 to 34,13,10,17,240,192,300,1833,SDE
Southland district,73,Physical,30 to 34,5,3,8,99,66,141,1833,SDE
Southland district,73,Psychological,30 to 34,5,3,7,87,57,120,1833,SDE
Southland district,73,Vision,30 to 34,1,0,2,21,12,36,1833,SDE
Southland district,73,Hearing,35 to 39,4,2,6,81,60,114,2048,SDE
Southland district,73,Overall,35 to 39,14,10,18,282,222,354,2048,SDE
Southland district,73,Physical,35 to 39,7,4,10,135,96,192,2048,SDE
Southland district,73,Psychological,35 to 39,5,3,7,96,63,135,2048,SDE
Southland district,73,Vision,35 to 39,1,0,2,24,12,39,2048,SDE
Southland district,73,Hearing,40 to 44,6,4,8,132,102,177,2308,SDE
Southland district,73,Overall,40 to 44,18,15,23,420,345,513,2308,SDE
Southland district,73,Physical,40 to 44,9,6,13,207,150,285,2308,SDE
Southland district,73,Psychological,40 to 44,5,3,8,126,87,174,2308,SDE
Southland district,73,Vision,40 to 44,2,1,4,54,39,75,2308,SDE
Southland district,73,Hearing,45 to 49,8,6,12,183,135,240,2149,SDE
Southland district,73,Overall,45 to 49,24,19,30,519,429,633,2149,SDE
Southland district,73,Physical,45 to 49,12,9,17,267,195,354,2149,SDE
Southland district,73,Psychological,45 to 49,6,4,9,138,96,189,2149,SDE
Southland district,73,Vision,45 to 49,5,3,7,102,75,141,2149,SDE
Southland district,73,Hearing,5 to 9,2,1,3,39,27,66,2356,SDE
Southland district,73,Overall,5 to 9,11,8,14,258,204,324,2356,SDE
Southland district,73,Physical,5 to 9,1,0,3,33,21,51,2356,SDE
Southland district,73,Psychological,5 to 9,3,2,5,81,54,117,2356,SDE
Southland district,73,Vision,5 to 9,1,0,2,18,12,30,2356,SDE
Southland district,73,Hearing,50 to 54,10,8,14,237,180,318,2273,SDE
Southland district,73,Overall,50 to 54,28,23,33,627,522,750,2273,SDE
Southland district,73,Physical,50 to 54,15,11,21,348,264,459,2273,SDE
Southland district,73,Psychological,50 to 54,6,4,9,144,99,195,2273,SDE
Southland district,73,Vision,50 to 54,6,4,8,129,99,171,2273,SDE
Southland district,73,Hearing,55 to 59,14,10,18,267,204,345,1959,SDE
Southland district,73,Overall,55 to 59,31,26,38,612,516,726,1959,SDE
Southland district,73,Physical,55 to 59,20,15,26,384,294,492,1959,SDE
Southland district,73,Psychological,55 to 59,6,3,8,114,75,156,1959,SDE
Southland district,73,Vision,55 to 59,5,4,8,105,81,138,1959,SDE
Southland district,73,Hearing,60 to 64,17,13,23,288,228,375,1669,SDE
Southland district,73,Overall,60 to 64,36,30,42,600,510,699,1669,SDE
Southland district,73,Physical,60 to 64,25,19,32,411,321,522,1669,SDE
Southland district,73,Psychological,60 to 64,5,3,7,78,54,111,1669,SDE
Southland district,73,Vision,60 to 64,5,4,7,87,66,117,1669,SDE
Southland district,73,Hearing,65 to 69,22,17,27,297,237,369,1380,SDE
Southland district,73,Overall,65 to 69,43,36,50,591,510,687,1380,SDE
Southland district,73,Physical,65 to 69,32,24,40,438,342,552,1380,SDE
Southland district,73,Psychological,65 to 69,4,2,6,57,39,84,1380,SDE
Southland district,73,Vision,65 to 69,6,4,8,81,60,105,1380,SDE
Southland district,73,Hearing,70 to 74,27,22,33,288,237,354,1076,SDE
Southland district,73,Overall,70 to 74,52,45,60,558,486,636,1076,SDE
Southland district,73,Physical,70 to 74,41,32,51,438,351,546,1076,SDE
Southland district,73,Psychological,70 to 74,4,2,6,39,24,60,1076,SDE
Southland district,73,Vision,70 to 74,7,5,10,75,57,99,1076,SDE
Southland district,73,Hearing,75 to 79,33,28,40,231,198,276,694,SDE
Southland district,73,Overall,75 to 79,62,55,70,432,381,486,694,SDE
Southland district,73,Physical,75 to 79,52,42,64,363,294,441,694,SDE
Southland district,73,Psychological,75 to 79,4,2,6,27,15,39,694,SDE
Southland district,73,Vision,75 to 79,9,7,12,63,48,84,694,SDE
Southland district,73,Hearing,80+,42,36,51,294,252,357,699,SDE
Southland district,73,Overall,80+,75,67,84,525,468,582,699,SDE
Southland district,73,Physical,80+,67,55,81,468,384,564,699,SDE
Southland district,73,Psychological,80+,4,2,6,24,15,42,699,SDE
Southland district,73,Vision,80+,16,12,21,111,87,144,699,SDE
Stratford district,34,Hearing,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Stratford district,34,Overall,0 to 4,6,4,8,45,33,57,737,SDE
Stratford district,34,Physical,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Stratford district,34,Psychological,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Stratford district,34,Vision,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Stratford district,34,Hearing,10 to 14,2,1,3,12,6,18,709,SDE
Stratford district,34,Overall,10 to 14,16,13,20,114,93,138,709,SDE
Stratford district,34,Physical,10 to 14,2,1,4,18,9,27,709,SDE
Stratford district,34,Psychological,10 to 14,6,4,9,45,30,60,709,SDE
Stratford district,34,Vision,10 to 14,1,0,2,6,3,9,709,SDE
Stratford district,34,Hearing,15 to 19,2,1,4,15,9,21,631,SDE
Stratford district,34,Overall,15 to 19,19,15,23,117,96,144,631,SDE
Stratford district,34,Physical,15 to 19,5,3,7,30,21,45,631,SDE
Stratford district,34,Psychological,15 to 19,7,4,9,42,30,57,631,SDE
Stratford district,34,Vision,15 to 19,1,0,2,9,3,12,631,SDE
Stratford district,34,Hearing,20 to 24,4,2,5,18,9,27,526,SDE
Stratford district,34,Overall,20 to 24,18,14,22,93,75,117,526,SDE
Stratford district,34,Physical,20 to 24,7,4,10,36,24,54,526,SDE
Stratford district,34,Psychological,20 to 24,6,4,9,33,21,45,526,SDE
Stratford district,34,Vision,20 to 24,2,1,3,9,3,15,526,SDE
Stratford district,34,Hearing,25 to 29,3,2,5,18,12,30,546,SDE
Stratford district,34,Overall,25 to 29,16,12,21,87,69,111,546,SDE
Stratford district,34,Physical,25 to 29,6,4,9,33,24,51,546,SDE
Stratford district,34,Psychological,25 to 29,6,3,8,30,18,45,546,SDE
Stratford district,34,Vision,25 to 29,2,1,4,9,6,18,546,SDE
Stratford district,34,Hearing,30 to 34,4,2,6,21,12,30,546,SDE
Stratford district,34,Overall,30 to 34,16,13,20,87,72,108,546,SDE
Stratford district,34,Physical,30 to 34,7,5,10,39,27,54,546,SDE
Stratford district,34,Psychological,30 to 34,6,4,9,33,21,45,546,SDE
Stratford district,34,Vision,30 to 34,1,0,2,6,3,12,546,SDE
Stratford district,34,Hearing,35 to 39,4,2,6,24,15,33,564,SDE
Stratford district,34,Overall,35 to 39,15,12,20,87,69,111,564,SDE
Stratford district,34,Physical,35 to 39,8,5,11,42,30,60,564,SDE
Stratford district,34,Psychological,35 to 39,5,3,8,30,21,42,564,SDE
